AvailabilityZone,InstanceType,ProductDescription,SpotPrice,Timestamp
eu-west-3a,m5d.large,SUSE Linux,0.131800,2020-06-07T17:10:59+00:00
eu-west-3a,m5d.large,Linux/UNIX,0.031800,2020-06-07T17:10:59+00:00
eu-west-3a,m5d.large,Windows,0.123800,2020-06-07T17:10:14+00:00
eu-west-3a,m5d.2xlarge,Red Hat Enterprise Linux,0.257300,2020-06-07T17:09:14+00:00
eu-west-3a,m5d.2xlarge,SUSE Linux,0.227300,2020-06-07T17:09:14+00:00
eu-west-3a,m5d.2xlarge,Linux/UNIX,0.127300,2020-06-07T17:09:14+00:00
eu-west-3a,t2.large,Red Hat Enterprise Linux,0.091700,2020-06-07T17:08:52+00:00
eu-west-3a,t2.large,SUSE Linux,0.131700,2020-06-07T17:08:52+00:00
eu-west-3a,t2.large,Linux/UNIX,0.031700,2020-06-07T17:08:52+00:00
eu-west-3a,t2.large,Windows,0.059700,2020-06-07T17:07:56+00:00
